150, 519, 669
570, 38, 608
2537, 23, 2560
5163, 8, 5171
801, 12, 813
1661, 24, 1685
638, 12, 650
825, 25, 850
417, 21, 438
5335, 16, 5351
5708, 22, 5730
6649, 44, 6693
903, 38, 941
8577, 8, 8585
413, 128, 541
381, 59, 440
1127, 14, 1141
5570, 18, 5588
1043, 10, 1053
459, 20, 479
1918, 21, 1939
10174, 12, 10186
5630, 36, 5666
8733, 62, 8795
5028, 18, 5046
5961, 16, 5977
4848, 22, 4870
7382, 26, 7408
6389, 40, 6429
5603, 31, 5634
5298, 21, 5319
5842, 28, 5870
6159, 33, 6192
8003, 20, 8023
8579, 18, 8597
6813, 18, 6831
2390, 21, 2411
1330, 14, 1344
6312, 28, 6340
9735, 24, 9759
6444, 29, 6473
10555, 41, 10596
10316, 36, 10352
5481, 61, 5542
5465, 29, 5494
7752, 20, 7772
5018, 135, 5153
9931, 34, 9965
1177, 24, 1201
9686, 30, 9716
790, 19, 809
5167, 158, 5325
769, 36, 805
4802, 19, 4821
5732, 28, 5760
9677, 29, 9706
5803, 22, 5825
5187, 24, 5211
5285, 28, 5313
6358, 15, 6373
10118, 25, 10143
6001, 18, 6019
4918, 22, 4940
6221, 17, 6238
4646, 147, 4793
4215, 36, 4251
7455, 19, 7474
3945, 21, 3966
2175, 72, 2247
1854, 13, 1867
9356, 22, 9378
10097, 23, 10120
5267, 25, 5292
10465, 31, 10496
12478, 14, 12492
3917, 77, 3994
5122, 44, 5166
6867, 18, 6885
5182, 70, 5252
10418, 32, 10450
656, 26, 682
4538, 20, 4558
754, 19, 773
5137, 71, 5208
1436, 12, 1448
4348, 18, 4366
5345, 26, 5371
9372, 51, 9423
5201, 22, 5223
5207, 26, 5233
5108, 31, 5139
6855, 18, 6873
10384, 25, 10409
5979, 15, 5994
4898, 26, 4924
5999, 8, 6007
4369, 76, 4445
3871, 22, 3893
6805, 22, 6827
3730, 17, 3747
1965, 15, 1980
775, 44, 819
9909, 27, 9936
10015, 17, 10032
6628, 30, 6658
10823, 36, 10859
12504, 9, 12513
1244, 48, 1292
5420, 37, 5457
6203, 21, 6224
4901, 144, 5045
10285, 33, 10318
1030, 14, 1044
4217, 20, 4237
1023, 9, 1032
316, 25, 341
1381, 13, 1394
4215, 39, 4254
5044, 53, 5097
8979, 31, 9010
4962, 22, 4984
4939, 172, 5111
5256, 31, 5287
6803, 22, 6825
10650, 22, 10672
6095, 18, 6113
4890, 23, 4913
5567, 17, 5584
5341, 67, 5408
3769, 19, 3788
5770, 23, 5793
4159, 20, 4179
2429, 11, 2440
814, 23, 837
9976, 48, 10024
9389, 22, 9411
5356, 32, 5388
10154, 36, 10190
13076, 20, 13096
389, 55, 444
4978, 49, 5027
5783, 18, 5801
4876, 110, 4986
10063, 19, 10082
623, 25, 648
4706, 18, 4724
902, 9, 911
384, 32, 416
1366, 10, 1376
4289, 15, 4304
4875, 31, 4906
9339, 29, 9368
5687, 31, 5718
5321, 52, 5373
5015, 29, 5044
6883, 35, 6918
10241, 23, 10264
5679, 17, 5696
5338, 12, 5350
3174, 29, 3203
9291, 61, 9352
3805, 18, 3823
5518, 21, 5539
3855, 20, 3875
3841, 13, 3854
1026, 21, 1047
8781, 53, 8834
9495, 16, 9511
5423, 59, 5482
10898, 95, 10993
12597, 9, 12606
1032, 55, 1087
5004, 43, 5047
6195, 21, 6216
4890, 64, 4954
10914, 9, 10923
791, 28, 819
4444, 21, 4465
706, 11, 717
317, 30, 347
1485, 19, 1504
4632, 19, 4651
5514, 6, 5520
444, 35, 479
5137, 23, 5160
5150, 33, 5183
5196, 35, 5231
7260, 17, 7277
7556, 27, 7583
6104, 22, 6126
6770, 9, 6779
850, 52, 902
8552, 145, 8697
3689, 18, 3707
5379, 59, 5438
3954, 20, 3974
3387, 10, 3397
844, 61, 905
6203, 33, 6236
10288, 17, 10305
4805, 74, 4879
9728, 63, 9791
12790, 10, 12800
4730, 750, 5480
4902, 43, 4945
6249, 17, 6266
4896, 56, 4952
10560, 11, 10571
529, 19, 548
4416, 19, 4435
728, 9, 737
404, 29, 433
1341, 12, 1353
4322, 43, 4365
6272, 5, 6277
441, 48, 489
5659, 25, 5684
5470, 35, 5505
5555, 55, 5610
7129, 17, 7146
5226, 15, 5241
4852, 42, 4894
13788, 16, 13804
5803, 36, 5839
8433, 100, 8533
4172, 20, 4192
5264, 48, 5312
4108, 22, 4130
3231, 10, 3241
843, 24, 867
5536, 32, 5568
10601, 29, 10630
5725, 42, 5767
11746, 41, 11787
13018, 10, 13028
5305, 305, 5610
5501, 102, 5603
6433, 105, 6538
6098, 55, 6153
11892, 9, 11901
524, 26, 550
5801, 25, 5826
752, 12, 764
335, 55, 390
1346, 13, 1359
4785, 48, 4833
6210, 7, 6217
441, 52, 493
5584, 29, 5613
5842, 57, 5899
5360, 37, 5397
6886, 33, 6919
5309, 13, 5322
4567, 50, 4617
14474, 15, 14489
5763, 53, 5816
5849, 72, 5921
4036, 20, 4056
5051, 46, 5097
4190, 24, 4214
3184, 11, 3195
716, 35, 751
5595, 38, 5633
9787, 19, 9806
5212, 34, 5246
10025, 37, 10062
13261, 24, 13285
5504, 158, 5662
5392, 135, 5527
6230, 19, 6249
5486, 69, 5555
10485, 10, 10495
500, 40, 540
4463, 27, 4490
772, 8, 780
306, 49, 355
1175, 24, 1199
4831, 23, 4854
6714, 6, 6720
449, 31, 480
6109, 28, 6137
5999, 81, 6080
5487, 42, 5529
7536, 25, 7561
10839, 12, 10851
4000, 23, 4023
6175, 42, 6217
8312, 23, 8335
11488, 136, 11624
4282, 14, 4296
702, 39, 741
4426, 18, 4444
1328, 13, 1341
601, 34, 635
11499, 39, 11538
11904, 21, 11925
5934, 10, 5944
350, 120, 470
13686, 18, 13704
6131, 83, 6214
6418, 46, 6464
585, 41, 626
1011, 23, 1034
587, 22, 609
530, 24, 554
4575, 22, 4597
803, 9, 812
597, 29, 626
368, 69, 437
12796, 21, 12817
6145, 8, 6153
344, 39, 383
6130, 12, 6142
512, 30, 542
516, 12, 528
403, 379, 782
14568, 18, 14586
7124, 21, 7145
3702, 169, 3871
9988, 28, 10016
11981, 54, 12035
4542, 16, 4558
946, 32, 978
2020, 21, 2041
2025, 14, 2039
582, 34, 616
11581, 36, 11617
12343, 20, 12363
5919, 7, 5926
316, 55, 371
13077, 29, 13106
5844, 188, 6032
6490, 61, 6551
535, 28, 563
593, 29, 622
565, 30, 595
516, 22, 538
4656, 20, 4676
650, 11, 661
516, 91, 607
309, 59, 368
11832, 46, 11878
6239, 8, 6247
406, 62, 468
6732, 17, 6749
933, 26, 959
556, 16, 572
302, 88, 390
13459, 17, 13476
6361, 37, 6398
8721, 23, 8744
6142, 55, 6197
6681, 50, 6731
4772, 13, 4785
908, 137, 1045
1575, 17, 1592
1737, 16, 1753
685, 34, 719
5660, 38, 5698
13886, 9, 13895
1715, 134, 1849
14963, 49, 15012
13826, 15, 13841
6098, 45, 6143
9180, 42, 9222
520, 21, 541
526, 20, 546
583, 88, 671
496, 25, 521
4342, 18, 4360
1303, 12, 1315
542, 96, 638
319, 48, 367
10454, 25, 10479
6746, 9, 6755
389, 50, 439
6325, 61, 6386
5829, 107, 5936
488, 24, 512
329, 67, 396
14880, 19, 14899
6201, 40, 6241
11307, 28, 11335
6120, 46, 6166
9058, 44, 9102
4738, 26, 4764
1044, 21, 1065
1426, 208, 1634
1010, 17, 1027
628, 34, 662
5593, 41, 5634
12540, 9, 12549
435, 43, 478
13982, 48, 14030
13569, 51, 13620
6351, 118, 6469
9453, 53, 9506
500, 16, 516
543, 13, 556
550, 28, 578
567, 84, 651
4434, 18, 4452
548, 16, 564
635, 20, 655
532, 376, 908
648, 24, 672
6163, 10, 6173
456, 32, 488
5985, 52, 6037
5321, 41, 5362
526, 43, 569
496, 22, 518
369, 68, 437
11978, 55, 12033
9214, 34, 9248
7156, 55, 7211
12168, 215, 12383
4671, 17, 4688
1161, 40, 1201
1479, 12, 1491
923, 15, 938
610, 44, 654
5646, 41, 5687
12724, 10, 12734
759, 81, 840
13805, 71, 13876
14956, 30, 14986
295115, 573, 295688
364591, 28, 364619
502, 21, 523
525, 11, 536
732, 112, 844
595, 67, 662
5977, 22, 5999
664, 14, 678
650, 33, 683
776, 659, 1435
2501, 42, 2543
28939, 10, 28949
473, 142, 615
39669, 22, 39691
17615, 189, 17804
556, 56, 612
500, 25, 525
454, 167, 621
60982, 288, 61270
78895, 29, 78924
9333, 30, 9363
8756, 44, 8800
5466, 11, 5477
1287, 44, 1331
1424, 11, 1435
833, 17, 850
617, 76, 693
5819, 48, 5867
13973, 14, 13987
384, 44, 428
14082, 61, 14143
15890, 47, 15937
6383, 247, 6630
12205, 114, 12319
523, 24, 547
523, 104, 627
547, 33, 580
707, 179, 886
4905, 22, 4927
647, 35, 682
6907, 9, 6916
492, 30, 522
339, 31, 370
6699, 7, 6706
513, 32, 545
6584, 21, 6605
3332, 225, 3557
516, 28, 544
493, 23, 516
368, 159, 527
10783, 37, 10820
14719, 26, 14745
6360, 36, 6396
8090, 44, 8134
5289, 12, 5301
1104, 58, 1162
1010, 12, 1022
722, 19, 741
574, 36, 610
4796, 92, 4888
13098, 75, 13173
418, 116, 534
12281, 1295, 13576
454, 195, 649
13395, 30, 13425
8376, 32, 8408
513, 23, 536
482, 13, 495
513, 28, 541
704, 33, 737
5568, 11, 5579
633, 38, 671
6967, 9, 6976
528, 21, 549
523, 32, 555
387, 62, 449
15320, 22, 15342
8635, 28, 8663
3161, 55, 3216
517, 28, 545
518, 43, 561
419, 113, 532
8030, 48, 8078
13276, 50, 13326
7877, 43, 7920
13120, 118, 13238
4680, 12, 4692
1024, 20, 1044
1099, 40, 1139
773, 32, 805
688, 80, 768
5052, 44, 5096
13580, 12, 13592
431, 36, 467
8283, 78, 8361
16198, 19, 16217
6541, 55, 6596
8675, 170, 8845
504, 21, 525
525, 25, 550
513, 25, 538
529, 28, 557
588, 134, 722
334, 50, 384
7369, 11, 7380
534, 27, 561
540, 71, 611
304, 55, 359
14283, 23, 14306
8251, 20, 8271
3089, 405, 3494
498, 31, 529
535, 22, 557
430, 62, 492
7062, 88, 7150
15225, 23, 15248
6942, 72, 7014
17810, 153, 17963
4880, 14, 4894
992, 29, 1021
1089, 10, 1099
774, 19, 793
572, 44, 616
4222, 103, 4325
11668, 11, 11679
478, 40, 518
5041, 101, 5142
17238, 23, 17261
6535, 142, 6677
8585, 140, 8725
532, 21, 553
522, 27, 549
562, 41, 603
632, 39, 671
685, 42, 727
536, 18, 554
691, 46, 737
2905, 23, 2928
5719, 11, 5730
863, 69, 932
13033, 38, 13071
9079, 33, 9112
2942, 28, 2970
498, 22, 520
516, 64, 580
464, 134, 598
2253, 72, 2325
17486, 21, 17507
6123, 96, 6219
17936, 158, 18094
4087, 28, 4115
984, 27, 1011
1261, 13, 1274
731, 20, 751
616, 52, 668
3824, 51, 3875
12488, 22, 12510
444, 32, 476
4298, 80, 4378
15927, 24, 15951
5836, 78, 5914
9088, 23, 9111
516, 42, 558
546, 20, 566
524, 36, 560
927, 132, 1059
554, 22, 576
528, 82, 610
295, 41, 336
2799, 20, 2819
5638, 11, 5649
714, 48, 762
13181, 25, 13206
8410, 21, 8431
2760, 291, 3051
517, 76, 593
552, 107, 659
500, 47, 547
1245, 89, 1334
16054, 21, 16075
5853, 269, 6122
16369, 62, 16431
4872, 14, 4886
949, 44, 993
1152, 71, 1223
755, 16, 771
636, 29, 665
3819, 91, 3910
11840, 40, 11880
551, 34, 585
3555, 90, 3645
15002, 22, 15024
6164, 185, 6349
8914, 24, 8938
541, 85, 626
501, 13, 514
491, 114, 605
516, 24, 540
547, 32, 579
583, 17, 600
401, 80, 481
2746, 31, 2777
5731, 16, 5747
1209, 7, 1216
593, 42, 635
8622, 19, 8641
529, 30, 559
530, 87, 617
517, 22, 539
501, 25, 526
1379, 69, 1448
16038, 21, 16059
5178, 50, 5228
12979, 84, 13063
4911, 14, 4925
1136, 22, 1158
1045, 16, 1061
667, 32, 699
760, 101, 861
3364, 101, 3465
12593, 10, 12603
501, 36, 537
1288, 108, 1396
15726, 23, 15749
5760, 320, 6080
8497, 48, 8545
525, 95, 620
533, 133, 666
527, 71, 598
511, 25, 536
538, 16, 554
548, 220, 768
545, 17, 562
752, 140, 892
15771, 13, 15784
1027, 9, 1036
371, 47, 418
8643, 10, 8653
502, 22, 524
530, 101, 631
515, 26, 541
513, 27, 540
604, 69, 673
15002, 23, 15025
6081, 85, 6166
9000, 92, 9092
5017, 21, 5038
1090, 136, 1226
1034, 14, 1048
711, 16, 727
710, 33, 743
3925, 74, 3999
34676, 13, 34689
645, 83, 728
813, 70, 883
21071, 23, 21094
6731, 58, 6789
7752, 10, 7762
581, 43, 624
529, 33, 562
532, 109, 641
547, 17, 564
671, 101, 772
609, 23, 632
507, 16, 523
330, 56, 386
16664, 14, 16678
967, 21, 988
334, 46, 380
7463, 13, 7476
490, 38, 528
536, 57, 593
531, 29, 560
546, 29, 575
768, 140, 908
14217, 68, 14285
284841, 217, 285058
514961, 46, 515007
5297, 16, 5313
959, 21, 980
1091, 12, 1103
724, 24, 748
708, 46, 754
3460, 105, 3565
15763, 12, 15775
473, 35, 508
736, 77, 813
16945, 24, 16969
6470, 64, 6534
7740, 45, 7785
519, 27, 546
512, 28, 540
522, 40, 562
515, 20, 535
517, 20, 537
524, 115, 639
532, 27, 559
391, 66, 457
16533, 16, 16549
802, 10, 812
375, 59, 434
7553, 12, 7565
492, 30, 522
523, 131, 654
519, 25, 544
555, 140, 695
634, 74, 708
14903, 57, 14960
7805, 114, 7919
17053, 123, 17176
5523, 15, 5538
1062, 44, 1106
1254, 13, 1267
703, 12, 715
593, 31, 624
3195, 162, 3357
15213, 11, 15224
495, 38, 533
448, 76, 524
16329, 28, 16357
6922, 140, 7062
8367, 44, 8411
506, 25, 531
498, 17, 515
530, 65, 595
530, 27, 557
551, 25, 576
523, 38, 561
516, 26, 542
512, 18, 530
1138, 90, 1228
11515, 11, 11526
2853, 359, 3212
9855, 14, 9869
541, 47, 588
499, 20, 519
598, 47, 645
569, 22, 591
580, 70, 650
16279, 79, 16358
7590, 58, 7648
13735, 178, 13913
5514, 11, 5525
1077, 178, 1255
1042, 12, 1054
863, 12, 875
566, 28, 594
3216, 81, 3297
14264, 55, 14319
529, 38, 567
866, 100, 966
16991, 64, 17055
6213, 186, 6399
8463, 156, 8619
548, 66, 614
524, 107, 631
521, 23, 544
544, 41, 585
625, 30, 655
514, 101, 615
531, 25, 556
496, 48, 544
388, 49, 437
9452, 14, 9466
542, 105, 647
7475, 11, 7486
510, 18, 528
534, 20, 554
503, 18, 521
558, 24, 582
598, 108, 706
13435, 28, 13463
7768, 74, 7842
17049, 139, 17188
5243, 13, 5256
1051, 23, 1074
1006, 17, 1023
682, 13, 695
620, 213, 833
3157, 157, 3314
176872, 597, 177469
540, 820, 1360
357, 798, 1155
906996, 69, 907065
10551, 85, 10636
8895, 33, 8928
522, 22, 544
535, 98, 633
539, 28, 567
531, 32, 563
551, 47, 598
525, 22, 547
513, 24, 537
540, 32, 572
1090, 156, 1246
9477, 13, 9490
646, 115, 761
6771, 11, 6782
535, 27, 562
599, 53, 652
519, 41, 560
558, 94, 652
492, 70, 562
13457, 25, 13482
7134, 140, 7274
15193, 150, 15343
139196, 13, 139209
1071, 39, 1110
1094, 11, 1105
755, 24, 779
619, 36, 655
3794, 95, 3889
21353, 16, 21369
550, 36, 586
334, 95, 429
25025, 83, 25108
11888, 40, 11928
5341, 546, 5887
19602, 75, 19677
595, 37, 632
513, 17, 530
554, 49, 603
557, 27, 584
542, 62, 604
535, 110, 645
556, 41, 597
541, 51, 592
939, 27, 966
430, 70, 500
11396, 19, 11415
548, 45, 593
562, 466, 1028
524, 274, 798
570, 21, 591
830, 280, 1110
24039, 26, 24065
12925, 220, 13145
30473, 571, 31044
11151, 27, 11178
1384, 221, 1605
1310, 12, 1322
760, 14, 774
556, 341, 897
5202, 174, 5376
