7/2/2010 0:00,21.2
7/2/2010 1:00,16.4
7/2/2010 2:00,4.7
7/2/2010 3:00,4.7
7/2/2010 4:00,4.6
7/2/2010 5:00,23.5
7/2/2010 6:00,47.5
7/2/2010 7:00,45.4
7/2/2010 8:00,46.1
7/2/2010 9:00,41.5
7/2/2010 10:00,43.4
7/2/2010 11:00,43.8
7/2/2010 12:00,37.8
7/2/2010 13:00,36.6
7/2/2010 14:00,35.7
7/2/2010 15:00,38.9
7/2/2010 16:00,36.2
7/2/2010 17:00,36.6
7/2/2010 18:00,37.2
7/2/2010 19:00,38.2
7/2/2010 20:00,14.1
7/2/2010 21:00,5.1
7/2/2010 22:00,5
7/2/2010 23:00,5.9
7/3/2010 0:00,22.5
7/3/2010 1:00,22.3
7/3/2010 2:00,6
7/3/2010 3:00,4.7
7/3/2010 4:00,4.4
7/3/2010 5:00,4.8
7/3/2010 6:00,23.4
7/3/2010 7:00,42.4
7/3/2010 8:00,52
7/3/2010 9:00,50.8
7/3/2010 10:00,45.3
7/3/2010 11:00,43.6
7/3/2010 12:00,40.7
7/3/2010 13:00,38.4
7/3/2010 14:00,39.9
7/3/2010 15:00,42.8
7/3/2010 16:00,42.2
7/3/2010 17:00,28.6
7/3/2010 18:00,11.6
7/3/2010 19:00,5.3
7/3/2010 20:00,5.4
7/3/2010 21:00,5.4
7/3/2010 22:00,5.4
7/3/2010 23:00,13.7
7/4/2010 0:00,22.2
7/4/2010 1:00,13.5
7/4/2010 2:00,5
7/4/2010 3:00,4.9
7/4/2010 4:00,4.9
7/4/2010 5:00,5
7/4/2010 6:00,5.2
7/4/2010 7:00,5.6
7/4/2010 8:00,42.9
7/4/2010 9:00,50.3
7/4/2010 10:00,43.5
7/4/2010 11:00,37.1
7/4/2010 12:00,38.7
7/4/2010 13:00,37.1
7/4/2010 14:00,40
7/4/2010 15:00,44.1
7/4/2010 16:00,39.3
7/4/2010 17:00,26.1
7/4/2010 18:00,9.9
7/4/2010 19:00,5.4
7/4/2010 20:00,5.5
7/4/2010 21:00,5.3
7/4/2010 22:00,5.3
7/4/2010 23:00,17.8
7/5/2010 0:00,22.4
7/5/2010 1:00,7.8
7/5/2010 2:00,4.7
7/5/2010 3:00,4.7
7/5/2010 4:00,4.7
7/5/2010 5:00,22.9
7/5/2010 6:00,46.5
7/5/2010 7:00,37.4
7/5/2010 8:00,38.8
7/5/2010 9:00,41.8
7/5/2010 10:00,43.5
7/5/2010 11:00,44.1
7/5/2010 12:00,38.7
7/5/2010 13:00,38.9
7/5/2010 14:00,37.9
7/5/2010 15:00,36.6
7/5/2010 16:00,39.6
7/5/2010 17:00,38.5
7/5/2010 18:00,44.8
7/5/2010 19:00,46.9
7/5/2010 20:00,38.2
7/5/2010 21:00,29.8
7/5/2010 22:00,5.4
7/5/2010 23:00,10.7
7/6/2010 0:00,22.1
7/6/2010 1:00,12.8
7/6/2010 2:00,4.7
7/6/2010 3:00,4.6