0,10
1,9.9
2,9.5
3,8.9
4,8
5,7
6,5.8
7,4.4
8,3
9,1.5
10,0
11,-1.5
12,-2.9
13,-4.2
14,-5.3
15,-6.3
16,-7.1
17,-7.7
18,-8
19,-8.2
20,-8.1
21,-7.8
22,-7.3
23,-6.7
24,-5.9
25,-5
26,-4
27,-3
28,-2
29,-1
30,0
31,0.9
32,1.7
33,2.3
34,2.8
35,3.2
36,3.4
37,3.5
38,3.5
39,3.3
40,3.1
41,2.8
42,2.4
43,1.9
44,1.5
45,1.1
46,0.7
47,0.4
48,0.2
49,0
50,0
51,0
52,0.2
53,0.4
54,0.7
55,1.1
56,1.5
57,1.9
58,2.4
59,2.8
60,3.1
61,3.3
62,3.5
63,3.5
64,3.4
65,3.2
66,2.8
67,2.3
68,1.7
69,0.9
70,0
71,-1
72,-2
73,-3
74,-4
75,-5
76,-5.9
77,-6.7
78,-7.3
79,-7.8
80,-8.1
81,-8.2
82,-8
83,-7.7
84,-7.1
85,-6.3
86,-5.3
87,-4.2
88,-2.9
89,-1.5
90,0
91,1.5
92,3
93,4.4
94,5.8
95,7
96,8
97,8.9
98,9.5
99,9.9
100,10
101,9.9
102,9.5
103,8.9
104,8
105,7
106,5.8
107,4.4
108,3
109,1.5
110,0
111,-1.5
112,-2.9
113,-4.2
114,-5.3
115,-6.3
116,-7.1
117,-7.7
118,-8
119,-8.2
120,-8.1
121,-7.8
122,-7.3
123,-6.7
124,-5.9
125,-5
126,-4
127,-3
128,-2
129,-1
130,0
131,0.9
132,1.7
133,2.3
134,2.8
135,3.2
136,3.4
137,3.5
138,3.5
139,3.3
140,3.1
141,2.8
142,2.4
143,1.9
144,1.5
145,1.1
146,0.7
147,0.4
148,0.2
149,0
150,0
151,0
152,0.2
153,0.4
154,0.7
155,1.1
156,1.5
157,1.9
158,2.4
159,2.8
160,3.1
161,3.3
162,3.5
163,3.5
164,3.4
165,3.2
166,2.8
167,2.3
168,1.7
169,0.9
170,0
171,-1
172,-2
173,-3
174,-4
175,-5
176,-5.9
177,-6.7
178,-7.3
179,-7.8
180,-8.1
181,-8.2
182,-8
183,-7.7
184,-7.1
185,-6.3
186,-5.3
187,-4.2
188,-2.9
189,-1.5
190,0
191,1.5
192,3
193,4.4
194,5.8
195,7
196,8
197,8.9
198,9.5
199,9.9
200,10
201,9.9
202,9.5
203,8.9
204,8
205,7
206,5.8
207,4.4
208,3
209,1.5
210,0
211,-1.5
212,-2.9
213,-4.2
214,-5.3
215,-6.3
216,-7.1
217,-7.7
218,-8
219,-8.2
220,-8.1
221,-7.8
222,-7.3
223,-6.7
224,-5.9
225,-5
226,-4
227,-3
228,-2
229,-1
230,0
231,0.9
232,1.7
233,2.3
234,2.8
235,3.2
236,3.4
237,3.5
238,3.5
239,3.3
240,3.1
241,2.8
242,2.4
243,1.9
244,1.5
245,1.1
246,0.7
247,0.4
248,0.2
249,0
250,0
251,0
252,0.2
253,0.4
254,0.7
255,1.1
256,1.5
257,1.9
258,2.4
259,2.8
260,3.1
261,3.3
262,3.5
263,3.5
264,3.4
265,3.2
266,2.8
267,2.3
268,1.7
269,0.9
270,0
271,-1
272,-2
273,-3
274,-4
275,-5
276,-5.9
277,-6.7
278,-7.3
279,-7.8
280,-8.1
281,-8.2
282,-8
283,-7.7
284,-7.1
285,-6.3
286,-5.3
287,-4.2
288,-2.9
289,-1.5
290,0
291,1.5
292,3
293,4.4
294,5.8
295,7
296,8
297,8.9
298,9.5
299,9.9
300,10
301,9.9
302,9.5
303,8.9
304,8
305,7
306,5.8
307,4.4
308,3
309,1.5
310,0
311,-1.5
312,-2.9
313,-4.2
314,-5.3
315,-6.3
316,-7.1
317,-7.7
318,-8
319,-8.2
320,-8.1
321,-7.8
322,-7.3
323,-6.7
324,-5.9
325,-5
326,-4
327,-3
328,-2
329,-1
330,0
331,0.9
332,1.7
333,2.3
334,2.8
335,3.2
336,3.4
337,3.5
338,3.5
339,3.3
340,3.1
341,2.8
342,2.4
343,1.9
344,1.5
345,1.1
346,0.7
347,0.4
348,0.2
349,0
350,0
351,0
352,0.2
353,0.4
354,0.7
355,1.1
356,1.5
357,1.9
358,2.4
359,2.8
360,3.1
361,3.3
362,3.5
363,3.5
364,3.4
365,3.2
366,2.8
367,2.3
368,1.7
369,0.9
370,0
371,-1
372,-2
373,-3
374,-4
375,-5
376,-5.9
377,-6.7
378,-7.3
379,-7.8
380,-8.1
381,-8.2
382,-8
383,-7.7
384,-7.1
385,-6.3
386,-5.3
387,-4.2
388,-2.9
389,-1.5
390,0
391,1.5
392,3
393,4.4
394,5.8
395,7
396,8
397,8.9
398,9.5
399,9.9